date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:47:15	14150/14150	---M-Z	200	added ('OK')	text/html	etag:W/%225d839311-3746%22	https://dhaseanplus.com/councils/ammst.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/councils/ammst.html	(from https://dhaseanplus.com/)
23:47:15	14223/14223	---M-Z	200	added ('OK')	text/html	etag:W/%225d839311-378f%22	https://dhaseanplus.com/councils/arf.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/councils/arf.html	(from https://dhaseanplus.com/)
23:47:16	17279/17279	---M-Z	200	added ('OK')	text/html	etag:W/%225d839311-437f%22	https://dhaseanplus.com/councils/hcc.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/councils/hcc.html	(from https://dhaseanplus.com/)
23:47:16	13124/13124	---M-Z	200	added ('OK')	text/html	etag:W/%225d839311-3344%22	https://dhaseanplus.com/councils/press.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/councils/press.html	(from https://dhaseanplus.com/)
23:47:16	14524/14524	---M-Z	200	added ('OK')	text/html	etag:W/%225d839311-38bc%22	https://dhaseanplus.com/councils/unsc.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/councils/unsc.html	(from https://dhaseanplus.com/)
23:47:17	15805/15805	---M-Z	200	added ('OK')	text/html	etag:W/%225d839311-3dbd%22	https://dhaseanplus.com/councils/special_programmes.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/councils/special_programmes.html	(from https://dhaseanplus.com/)
23:47:17	11599/11599	---M-Z	200	added ('OK')	text/html	etag:W/%225d839310-2d4f%22	https://dhaseanplus.com/org_comm.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/org_comm.html	(from https://dhaseanplus.com/)
23:47:17	13157/13157	---M-Z	200	added ('OK')	text/html	etag:W/%225d839311-3365%22	https://dhaseanplus.com/org_committees/communications.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/org_committees/communications.html	(from https://dhaseanplus.com/)
23:47:17	12508/12508	---M-Z	200	added ('OK')	text/html	etag:W/%225d839311-30dc%22	https://dhaseanplus.com/org_committees/logistics.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/org_committees/logistics.html	(from https://dhaseanplus.com/)
23:47:18	14543/14543	---M-Z	200	added ('OK')	text/html	etag:W/%225d839311-38cf%22	https://dhaseanplus.com/org_committees/project_planning.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/org_committees/project_planning.html	(from https://dhaseanplus.com/)
23:47:18	12614/12614	---M-Z	200	added ('OK')	text/html	etag:W/%225d839311-3146%22	https://dhaseanplus.com/org_committees/publicity.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/org_committees/publicity.html	(from https://dhaseanplus.com/)
23:47:18	14172/14172	---M-Z	200	added ('OK')	text/html	etag:W/%225d839310-375c%22	https://dhaseanplus.com/schedule.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/schedule.html	(from https://dhaseanplus.com/)
23:47:19	12796/12796	---M-Z	200	added ('OK')	text/html	etag:W/%225d839310-31fc%22	https://dhaseanplus.com/delegate_resources.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/delegate_resources.html	(from https://dhaseanplus.com/)
23:47:19	9403/9403	---M-Z	200	added ('OK')	text/html	etag:W/%225d839310-24bb%22	https://dhaseanplus.com/registration.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/registration.html	(from https://dhaseanplus.com/)
23:47:19	10883/10883	---M-Z	200	added ('OK')	text/html	etag:W/%225d839310-2a83%22	https://dhaseanplus.com/contact.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/contact.html	(from https://dhaseanplus.com/)
23:47:19	11079/11079	---M-Z	200	added ('OK')	text/html	etag:W/%225d839310-2b47%22	https://dhaseanplus.com/faq.html	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/faq.html	(from https://dhaseanplus.com/)
23:47:20	3679/3679	---M--	200	added ('OK')	image/png	etag:%225d839306-e5f%22	https://dhaseanplus.com/assets/img/signature.png	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/signature.png	(from https://dhaseanplus.com/)
23:47:21	694/694	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d839306-2b6%22	https://dhaseanplus.com/assets/js/utils.js	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/js/utils.js	(from https://dhaseanplus.com/)
23:47:22	2733/2733	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d839306-aad%22	https://dhaseanplus.com/assets/js/header.js	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/js/header.js	(from https://dhaseanplus.com/)
23:47:22	2036/2036	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d839310-7f4%22	https://dhaseanplus.com/assets/js/index.js	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/js/index.js	(from https://dhaseanplus.com/)
23:47:23	26004/26004	---M-Z	200	added ('OK')	font/otf	etag:W/%225d839306-6594%22	https://dhaseanplus.com/assets/css/LemonMilklight.otf	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/css/LemonMilklight.otf	(from https://dhaseanplus.com/assets/css/colors.css)
23:47:23	18964/18964	---M--	200	added ('OK')	font/woff	etag:%225d839306-4a14%22	https://dhaseanplus.com/assets/css/TwCenMT-Regular.woff	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/css/TwCenMT-Regular.woff	(from https://dhaseanplus.com/assets/css/colors.css)
23:47:24	211397/211397	---M--	200	added ('OK')	image/png	etag:%225d839306-339c5%22	https://dhaseanplus.com/assets/img/background.png	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/background.png	(from https://dhaseanplus.com/assets/css/colors.css)
23:47:24	256873/256873	---M--	200	added ('OK')	image/png	etag:%225d839306-3eb69%22	https://dhaseanplus.com/assets/img/title_background.png	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/title_background.png	(from https://dhaseanplus.com/assets/css/header.css)
23:47:24	593/593	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d839306-251%22	https://dhaseanplus.com/assets/img/ZmFjZWJvb2s.svg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/ZmFjZWJvb2s.svg	(from https://dhaseanplus.com/assets/css/footer.css)
23:47:25	12224/12224	---M--	200	added ('OK')	image/png	etag:%225d839306-2fc0%22	https://dhaseanplus.com/assets/img/insta.png	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/insta.png	(from https://dhaseanplus.com/assets/css/footer.css)
23:47:25	1758/1758	---M-Z	200	added ('OK')	text/css	etag:W/%225d839310-6de%22	https://dhaseanplus.com/assets/css/content.css	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/css/content.css	(from https://dhaseanplus.com/about.html)
23:47:25	84859/84859	---M--	200	added ('OK')	image/png	etag:%225d839306-14b7b%22	https://dhaseanplus.com/assets/img/landing_welcome.png	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/landing_welcome.png	(from https://dhaseanplus.com/assets/css/index.css)
23:47:26	1153/1153	---M-Z	200	added ('OK')	text/css	etag:W/%225d839306-481%22	https://dhaseanplus.com/assets/css/group.css	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/css/group.css	(from https://dhaseanplus.com/secretariat.html)
23:47:27	283209/283209	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-45249%22	https://dhaseanplus.com/assets/img/header.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/header.jpg	(from https://dhaseanplus.com/about.html)
23:47:28	696906/696906	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-aa24a%22	https://dhaseanplus.com/assets/img/people/chua_fang_wei.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/chua_fang_wei.jpg	(from https://dhaseanplus.com/secretariat.html)
23:47:28	647610/647610	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-9e1ba%22	https://dhaseanplus.com/assets/img/people/amanda_soh_xuan_min.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/amanda_soh_xuan_min.jpg	(from https://dhaseanplus.com/secretariat.html)
23:47:28	905545/905545	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-dd149%22	https://dhaseanplus.com/assets/img/people/chua_eileen.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/chua_eileen.jpg	(from https://dhaseanplus.com/secretariat.html)
23:47:28	587455/587455	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-8f6bf%22	https://dhaseanplus.com/assets/img/people/adam_seah_jun_hui.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/adam_seah_jun_hui.jpg	(from https://dhaseanplus.com/secretariat.html)
23:47:29	547273/547273	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-859c9%22	https://dhaseanplus.com/assets/img/people/nicholas_soh_kai_sern.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/nicholas_soh_kai_sern.jpg	(from https://dhaseanplus.com/secretariat.html)
23:47:29	610781/610781	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-951dd%22	https://dhaseanplus.com/assets/img/people/au_yi_ying_belinda.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/au_yi_ying_belinda.jpg	(from https://dhaseanplus.com/secretariat.html)
23:47:42	626690/626690	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-99002%22	https://dhaseanplus.com/assets/img/people/boh_jie_qi.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/boh_jie_qi.jpg	(from https://dhaseanplus.com/secretariat.html)
23:47:42	703747/703747	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-abd03%22	https://dhaseanplus.com/assets/img/people/kelley_seng_joy_win.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/kelley_seng_joy_win.jpg	(from https://dhaseanplus.com/secretariat.html)
23:47:42	3098/3098	---M-Z	200	added ('OK')	text/css	etag:W/%225d839310-c1a%22	https://dhaseanplus.com/assets/css/councils.css	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/css/councils.css	(from https://dhaseanplus.com/councils.html)
23:47:42	91988/91988	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-16754%22	https://dhaseanplus.com/assets/img/groups/amem.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/groups/amem.jpg	(from https://dhaseanplus.com/councils.html)
23:47:43	53309/53309	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-d03d%22	https://dhaseanplus.com/assets/img/groups/ammst.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/groups/ammst.jpg	(from https://dhaseanplus.com/councils.html)
23:47:43	434016/434016	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-69f60%22	https://dhaseanplus.com/assets/img/groups/arf.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/groups/arf.jpg	(from https://dhaseanplus.com/councils.html)
23:47:43	294482/294482	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-47e52%22	https://dhaseanplus.com/assets/img/groups/hcc.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/groups/hcc.jpg	(from https://dhaseanplus.com/councils.html)
23:47:44	156859/156859	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-264bb%22	https://dhaseanplus.com/assets/img/groups/press.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/groups/press.jpg	(from https://dhaseanplus.com/councils.html)
23:47:44	255708/255708	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-3e6dc%22	https://dhaseanplus.com/assets/img/groups/unsc.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/groups/unsc.jpg	(from https://dhaseanplus.com/councils.html)
23:47:44	580471/580471	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-8db77%22	https://dhaseanplus.com/assets/img/people/tristan_tok_yang_jun.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/tristan_tok_yang_jun.jpg	(from https://dhaseanplus.com/councils/amem.html)
23:47:44	560299/560299	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-88cab%22	https://dhaseanplus.com/assets/img/people/tan_jian_xi_owen.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/tan_jian_xi_owen.jpg	(from https://dhaseanplus.com/councils/amem.html)
23:47:45	900426/900426	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-dbd4a%22	https://dhaseanplus.com/assets/img/people/valerie_quek_teng_lee.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/valerie_quek_teng_lee.jpg	(from https://dhaseanplus.com/councils/amem.html)
23:47:45	858936/858936	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-d1b38%22	https://dhaseanplus.com/assets/img/people/poh_shu_li.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/poh_shu_li.jpg	(from https://dhaseanplus.com/councils/ammst.html)
23:47:45	671854/671854	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-a406e%22	https://dhaseanplus.com/assets/img/people/heng_li_jun.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/heng_li_jun.jpg	(from https://dhaseanplus.com/councils/ammst.html)
23:47:46	628070/628070	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-99566%22	https://dhaseanplus.com/assets/img/people/lai_yuting.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/lai_yuting.jpg	(from https://dhaseanplus.com/councils/ammst.html)
23:47:46	737906/737906	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-b4272%22	https://dhaseanplus.com/assets/img/people/yi_shiqi.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/yi_shiqi.jpg	(from https://dhaseanplus.com/councils/arf.html)
23:48:08	950740/950740	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-e81d4%22	https://dhaseanplus.com/assets/img/people/ashley_lim_ruo_yun.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/ashley_lim_ruo_yun.jpg	(from https://dhaseanplus.com/councils/arf.html)
23:48:09	623931/623931	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-9853b%22	https://dhaseanplus.com/assets/img/people/tan_kai_yi_nicholas.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/tan_kai_yi_nicholas.jpg	(from https://dhaseanplus.com/councils/arf.html)
23:48:10	765438/765438	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-badfe%22	https://dhaseanplus.com/assets/img/people/tan_shi_qi.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/tan_shi_qi.jpg	(from https://dhaseanplus.com/councils/hcc.html)
23:48:10	605509/605509	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-93d45%22	https://dhaseanplus.com/assets/img/people/chong_tze_zhao.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/chong_tze_zhao.jpg	(from https://dhaseanplus.com/councils/hcc.html)
23:48:10	579821/579821	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-8d8ed%22	https://dhaseanplus.com/assets/img/people/marc_tay_zhi_wei.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/marc_tay_zhi_wei.jpg	(from https://dhaseanplus.com/councils/hcc.html)
23:48:11	593103/593103	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-90ccf%22	https://dhaseanplus.com/assets/img/people/soh_jing_zhi_ryan.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/soh_jing_zhi_ryan.jpg	(from https://dhaseanplus.com/councils/hcc.html)
23:48:11	589062/589062	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-8fd06%22	https://dhaseanplus.com/assets/img/people/chew_jia_hui_elieen.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/chew_jia_hui_elieen.jpg	(from https://dhaseanplus.com/councils/press.html)
23:48:11	580882/580882	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-8dd12%22	https://dhaseanplus.com/assets/img/people/tan_shi_qing_cherylynn.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/tan_shi_qing_cherylynn.jpg	(from https://dhaseanplus.com/councils/press.html)
23:48:12	618873/618873	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-97179%22	https://dhaseanplus.com/assets/img/people/joel_yang_ji_en.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/joel_yang_ji_en.jpg	(from https://dhaseanplus.com/councils/unsc.html)
23:48:12	1185082/1185082	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-12153a%22	https://dhaseanplus.com/assets/img/people/ning_poh.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/ning_poh.jpg	(from https://dhaseanplus.com/councils/unsc.html)
23:48:12	589633/589633	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-8ff41%22	https://dhaseanplus.com/assets/img/people/sarah_ong_chu_xian.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/sarah_ong_chu_xian.jpg	(from https://dhaseanplus.com/councils/unsc.html)
23:48:13	351868/351868	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-55e7c%22	https://dhaseanplus.com/assets/img/groups/special_programmes.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/groups/special_programmes.jpg	(from https://dhaseanplus.com/councils/special_programmes.html)
23:48:13	780298/780298	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-be80a%22	https://dhaseanplus.com/assets/img/people/maisy_kim_tyan_wei.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/maisy_kim_tyan_wei.jpg	(from https://dhaseanplus.com/councils/special_programmes.html)
23:48:13	594384/594384	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-911d0%22	https://dhaseanplus.com/assets/img/people/goh_ting_en_jonathan.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/goh_ting_en_jonathan.jpg	(from https://dhaseanplus.com/councils/special_programmes.html)
23:48:13	535101/535101	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-82a3d%22	https://dhaseanplus.com/assets/img/people/lee_dongxuan.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/lee_dongxuan.jpg	(from https://dhaseanplus.com/councils/special_programmes.html)
23:48:14	710132/710132	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-ad5f4%22	https://dhaseanplus.com/assets/img/people/liu_leyao.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/liu_leyao.jpg	(from https://dhaseanplus.com/councils/special_programmes.html)
23:48:14	695999/695999	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-a9ebf%22	https://dhaseanplus.com/assets/img/people/lucas_leong_zhi_heng.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/lucas_leong_zhi_heng.jpg	(from https://dhaseanplus.com/councils/special_programmes.html)
23:48:14	2924/2924	---M-Z	200	added ('OK')	text/css	etag:W/%225d839310-b6c%22	https://dhaseanplus.com/assets/css/org_comms.css	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/css/org_comms.css	(from https://dhaseanplus.com/org_comm.html)
23:48:15	169925/169925	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-297c5%22	https://dhaseanplus.com/assets/img/groups/communications.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/groups/communications.jpg	(from https://dhaseanplus.com/org_comm.html)
23:48:15	89968/89968	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-15f70%22	https://dhaseanplus.com/assets/img/groups/logistics.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/groups/logistics.jpg	(from https://dhaseanplus.com/org_comm.html)
23:48:16	241324/241324	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-3aeac%22	https://dhaseanplus.com/assets/img/groups/project_planning.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/groups/project_planning.jpg	(from https://dhaseanplus.com/org_comm.html)
23:48:16	52928/52928	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-cec0%22	https://dhaseanplus.com/assets/img/groups/publicity.jpg	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/groups/publicity.jpg	(from https://dhaseanplus.com/org_comm.html)
23:48:17	795804/795804	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-c249c%22	https://dhaseanplus.com/assets/img/people/tia_bhaskar.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/tia_bhaskar.jpg	(from https://dhaseanplus.com/org_committees/communications.html)
23:48:17	591786/591786	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-907aa%22	https://dhaseanplus.com/assets/img/people/leng_hao_en_sean.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/leng_hao_en_sean.jpg	(from https://dhaseanplus.com/org_committees/communications.html)
23:48:18	551142/551142	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-868e6%22	https://dhaseanplus.com/assets/img/people/li_jun_xian.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/li_jun_xian.jpg	(from https://dhaseanplus.com/org_committees/communications.html)
23:48:18	873441/873441	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-d53e1%22	https://dhaseanplus.com/assets/img/people/mathew_rithu_ann.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/mathew_rithu_ann.jpg	(from https://dhaseanplus.com/org_committees/communications.html)
23:48:19	739000/739000	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-b46b8%22	https://dhaseanplus.com/assets/img/people/jin_guo.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/jin_guo.jpg	(from https://dhaseanplus.com/org_committees/logistics.html)
23:48:19	732787/732787	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-b2e73%22	https://dhaseanplus.com/assets/img/people/merrell_teng_yao_yu.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/merrell_teng_yao_yu.jpg	(from https://dhaseanplus.com/org_committees/logistics.html)
23:48:20	756574/756574	---M--	200	added ('OK')	image/jpeg	etag:%225d839306-b8b5e%22	https://dhaseanplus.com/assets/img/people/tu_li_ting.JPG	C:/My%20Web%20Sites/dhap-2019-dev/dhaseanplus.com/assets/img/people/tu_li_ting.jpg	(from https://dhaseanplus.com/org_committees/logistics.html)
